Fecha;Concepto;Detalle;Débito;Crédito;Saldo
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053000617 BENEF: 0-20928357113 REF:VAR-5080530006 Referencia: BAPRO;15.000,00;;-9.741.522,69
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.726.522,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053193902 BENEF: 0-20327653270 REF:VAR-5080531939 Referencia: BAPRO;10.000,00;;-9.726.432,69
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.716.432,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508051095316 BENEF: 0-20313757499 REF:VAR-5080510953 Referencia: BAPRO;10.000,00;;-9.716.372,69
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.706.372,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508051179412 BENEF: 0-27366889618 REF:VAR-5080511794 Referencia: BAPRO;15.000,00;;-9.706.312,69
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.691.312,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053677518 BENEF: 0-20177014657 REF:VAR-5080536775 Referencia: BAPRO;15.000,00;;-9.691.222,69
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.676.222,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052977374 BENEF: 0-20331188035 REF:VAR-5080529773 Referencia: BAPRO;15.000,00;;-9.676.132,69
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.661.132,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053705901 BENEF: 0-23234477609 REF:VAR-5080537059 Referencia: BAPRO;8.000,00;;-9.661.042,69
19/08/2022;Impuesto Débitos y Créditos/DB;;48,00;;-9.653.042,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053707600 BENEF: 0-27344725913 REF:VAR-5080537076 Referencia: BAPRO;15.000,00;;-9.652.994,69
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.637.994,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053703370 BENEF: 0-20244577025 REF:VAR-5080537033 Referencia: BAPRO;10.000,00;;-9.637.904,69
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.627.904,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052990986 BENEF: 0-20368242676 REF:VAR-5080529909 Referencia: BAPRO;15.000,00;;-9.627.844,69
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.612.844,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:07202218-88000044038504 BENEF: 0-20426749646 REF:VAR-2210044038 Referencia: TRANSFEREN;256.649,00;;-9.612.754,69
19/08/2022;Impuesto Débitos y Créditos/DB;;1.539,89;;-9.356.105,69
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508051091246 BENEF: 0-20314918607 REF:VAR-5080510912 Referencia: BAPRO;15.000,00;;-9.354.565,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.339.565,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000569494543 BENEF: 0-20360240399 REF:VAR-0004061000 Referencia: CIUDAD;35.000,00;;-9.339.475,80
19/08/2022;Impuesto Débitos y Créditos/DB;;210,00;;-9.304.475,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000569494307 BENEF: 0-20321796266 REF:VAR-0004061000 Referencia: CIUDAD;15.000,00;;-9.304.265,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.289.265,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000539397607 BENEF: 0-20245354674 REF:VAR-0004061000 Referencia: CIUDAD;15.000,00;;-9.289.175,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.274.175,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000539398211 BENEF: 0-23386062609 REF:VAR-0004061000 Referencia: CIUDAD;15.000,00;;-9.274.085,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.259.085,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000534520325 BENEF: 0-20271870567 REF:VAR-0004061000 Referencia: CIUDAD;20.000,00;;-9.258.995,80
19/08/2022;Impuesto Débitos y Créditos/DB;;120,00;;-9.238.995,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000533237907 BENEF: 0-23226895604 REF:VAR-0004061000 Referencia: CIUDAD;10.000,00;;-9.238.875,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.228.875,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052979158 BENEF: 0-27289014905 REF:VAR-5080529791 Referencia: BAPRO;20.000,00;;-9.228.815,80
19/08/2022;Impuesto Débitos y Créditos/DB;;120,00;;-9.208.815,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053093875 BENEF: 0-20365618187 REF:VAR-5080530938 Referencia: BAPRO;15.000,00;;-9.208.695,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.193.695,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053677785 BENEF: 0-20244105263 REF:VAR-5080536777 Referencia: BAPRO;15.000,00;;-9.193.605,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.178.605,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052933910 BENEF: 0-20354297443 REF:VAR-5080529339 Referencia: BAPRO;10.000,00;;-9.178.515,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.168.515,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053707365 BENEF: 0-27318830059 REF:VAR-5080537073 Referencia: BAPRO;15.000,00;;-9.168.455,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.153.455,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053705826 BENEF: 0-20481747407 REF:VAR-5080537058 Referencia: BAPRO;10.000,00;;-9.153.365,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.143.365,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053705741 BENEF: 0-20481747393 REF:VAR-5080537057 Referencia: BAPRO;75.000,00;;-9.143.305,80
19/08/2022;Impuesto Débitos y Créditos/DB;;450,00;;-9.068.305,80
19/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508051095231 BENEF: 0-20271566086 REF:VAR-5080510952 Referencia: BAPRO;10.000,00;;-9.067.855,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.057.855,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20346726823 BENEF: ZALAZAR SANTIAGO Referencia: SUPERVIELLE;15.000,00;;-9.057.795,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.042.795,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20332050959 BENEF: BARRAZA RODRIGO Referencia: SUPERVIELLE;10.000,00;;-9.042.705,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-9.032.705,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20291803890 BENEF: ALFARO JOSE Referencia: SUPERVIELLE;15.000,00;;-9.032.645,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.017.645,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20304278081 BENEF: ACUNA PABLO Referencia: SUPERVIELLE;15.000,00;;-9.017.555,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-9.002.555,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20273077805 BENEF: ALVAREZ MAURO Referencia: SUPERVIELLE;15.000,00;;-9.002.465,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-8.987.465,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20327635388 BENEF: JUMILLA RODRIGO Referencia: SUPERVIELLE;10.000,00;;-8.987.375,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-8.977.375,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 23333659069 BENEF: PETITTO DANIEL Referencia: SUPERVIELLE;10.000,00;;-8.977.315,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-8.967.315,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 23226993614 BENEF: VERGARA CINTIA Referencia: SUPERVIELLE;30.000,00;;-8.967.255,80
19/08/2022;Impuesto Débitos y Créditos/DB;;180,00;;-8.937.255,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 27282325131 BENEF: ARDILES ANALIA Referencia: SUPERVIELLE;20.000,00;;-8.937.075,80
19/08/2022;Impuesto Débitos y Créditos/DB;;120,00;;-8.917.075,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 23277467429 BENEF: GRACIANO JAVIER Referencia: SUPERVIELLE;15.000,00;;-8.916.955,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-8.901.955,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20389565211 BENEF: BENITEZ DIEGO Referencia: SUPERVIELLE;15.000,00;;-8.901.865,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-8.886.865,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20170173806 BENEF: RIBAROLA MIGUEL Referencia: SUPERVIELLE;15.000,00;;-8.886.775,80
19/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-8.871.775,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20268642243 BENEF: MENENDEZ SEBASTIAN Referencia: SUPERVIELLE;60.000,00;;-8.871.685,80
19/08/2022;Impuesto Débitos y Créditos/DB;;360,00;;-8.811.685,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20149415883 BENEF: ACOSTA ALFREDO Referencia: SUPERVIELLE;10.000,00;;-8.811.325,80
19/08/2022;Impuesto Débitos y Créditos/DB;;60,00;;-8.801.325,80
19/08/2022;Trf. Masivas Pago Proveedores;CUIT: 27404751722 BENEF: RODRIGUEZ MICAELA Referencia: SUPERVIELLE;20.000,00;;-8.801.265,80
19/08/2022;Impuesto Débitos y Créditos/DB;;120,00;;-8.781.265,80
19/08/2022;Debito Transf. HomeBanking;;470.000,00;;-8.781.145,80
19/08/2022;Impuesto Débitos y Créditos/DB;;2.820,00;;-8.311.145,80
19/08/2022;Debito Transf. HomeBanking;;830.000,00;;-8.308.325,80
19/08/2022;Impuesto Débitos y Créditos/DB;;4.980,00;;-7.478.325,80
19/08/2022;Transferencia por CBU;CBU:03400579-00570008468008 BENEF: 0-30704459099 REF:VAR-0575700084;1.270.000,00;;-7.473.345,80
19/08/2022;Impuesto Débitos y Créditos/DB;;7.620,00;;-6.203.345,80
19/08/2022;Descto. Docum.- Acreditación;;;21.714.752,75;-6.195.725,80
19/08/2022;IIBB- Acreditaciones Bancarias;;390.865,55;;-27.910.478,55
19/08/2022;Intereses de Sobregiro;OPERACIÓN 1702869 GENERADA EL 19/08/22;149.963,93;;-27.519.613,00
19/08/2022;Intereses de Sobregiro;OPERACIÓN 1704907 GENERADA EL 19/08/22;39.185,11;;-27.369.649,07
19/08/2022;IVA;OPERACIÓN 1702869 GENERADA EL 19/08/22;15.746,21;;-27.330.463,96
19/08/2022;IVA;OPERACIÓN 1704907 GENERADA EL 19/08/22;4.114,44;;-27.314.717,75
19/08/2022;Percepción I.V.A. RG. 3337;OPERACIÓN 1702869 GENERADA EL 19/08/22;2.249,46;;-27.310.603,31
19/08/2022;Percepción I.V.A. RG. 3337;OPERACIÓN 1704907 GENERADA EL 19/08/22;587,78;;-27.308.353,85
19/08/2022;Cobro Percepción IIBB;OPERACIÓN 1702869 GENERADA EL 19/08/22;149,96;;-27.307.766,07
19/08/2022;Cobro Percepción IIBB;OPERACIÓN 1704907 GENERADA EL 19/08/22;39,19;;-27.307.616,11
19/08/2022;Impuesto Débitos y Créditos/DB;;899,78;;-27.307.576,92
19/08/2022;Impuesto Débitos y Créditos/DB;;235,11;;-27.306.677,14
19/08/2022;Impuesto Débitos y Créditos/DB;;94,48;;-27.306.442,03
19/08/2022;Impuesto Débitos y Créditos/DB;;24,69;;-27.306.347,55
19/08/2022;Impuesto Débitos y Créditos/DB;;13,50;;-27.306.322,86
19/08/2022;Impuesto Débitos y Créditos/DB;;3,53;;-27.306.309,36
19/08/2022;Impuesto Débitos y Créditos/DB;;0,90;;-27.306.305,83
19/08/2022;Impuesto Débitos y Créditos/DB;;0,24;;-27.306.304,93
19/08/2022;IMPUESTO A LOS SELLOS;;3.916,12;;-27.306.304,69
19/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304386;15.904,81;;-27.302.388,57
19/08/2022;Impuesto Débitos y Créditos/DB;;95,43;;-27.286.483,76
19/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304502;103.980,55;;-27.286.388,33
19/08/2022;Impuesto Débitos y Créditos/DB;;623,88;;-27.182.407,78
19/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304582;15.525,00;;-27.181.783,90
19/08/2022;Impuesto Débitos y Créditos/DB;;93,15;;-27.166.258,90
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 742;1.500.000,00;;-27.166.165,75
19/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-25.666.165,75
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1076;2.000.000,00;;-25.657.165,75
19/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-23.657.165,75
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1122;1.000.000,00;;-23.645.165,75
19/08/2022;Impuesto Débitos y Créditos/DB;;6.000,00;;-22.645.165,75
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1186;2.000.000,00;;-22.639.165,75
19/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-20.639.165,75
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1281;948.285,25;;-20.627.165,75
19/08/2022;Impuesto Débitos y Créditos/DB;;5.689,71;;-19.678.880,50
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1368;696.328,00;;-19.673.190,79
19/08/2022;Impuesto Débitos y Créditos/DB;;4.177,97;;-18.976.862,79
19/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1383;148.687,87;;-18.972.684,82
19/08/2022;Impuesto Débitos y Créditos/DB;;892,13;;-18.823.996,95
18/08/2022;Impuesto Débitos y Créditos/DB;;10.200,00;;-18.823.104,82
18/08/2022;Impuesto Débitos y Créditos/DB;;6,44;;-18.812.904,82
18/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-18.812.898,38
18/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-18.812.898,17
18/08/2022;Comisión Consulta Cámara;;35,00;;-18.812.898,13
18/08/2022;IVA;;7,35;;-18.812.863,13
18/08/2022;Debito Transf. HomeBanking;;1.700.000,00;;-18.812.855,78
18/08/2022;Descto. Docum.- Acreditación;;;3.694.642,34;-17.112.855,78
18/08/2022;IIBB- Acreditaciones Bancarias;;66.503,56;;-20.807.498,12
18/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30708050675 OPTION SECURITIES S.A.  Referencia: 8301659;;7.731.772,52;-20.740.994,56
18/08/2022;IIBB- Acreditaciones Bancarias;;139.171,91;;-28.472.767,08
18/08/2022;Impuesto Débitos y Créditos/CR;;46.390,64;;-28.333.595,17
18/08/2022;Impuesto Débitos y Créditos/DB;;835,03;;-28.287.204,53
18/08/2022;Intereses de Sobregiro;OPERACIÓN 1700746 GENERADA EL 18/08/22;49.210,96;;-28.286.369,50
18/08/2022;IVA;OPERACIÓN 1700746 GENERADA EL 18/08/22;5.167,15;;-28.237.158,54
18/08/2022;Percepción I.V.A. RG. 3337;OPERACIÓN 1700746 GENERADA EL 18/08/22;738,16;;-28.231.991,39
18/08/2022;Cobro Percepción IIBB;OPERACIÓN 1700746 GENERADA EL 18/08/22;49,21;;-28.231.253,23
18/08/2022;Impuesto Débitos y Créditos/DB;;295,27;;-28.231.204,02
18/08/2022;Impuesto Débitos y Créditos/DB;;31,00;;-28.230.908,75
18/08/2022;Impuesto Débitos y Créditos/DB;;4,43;;-28.230.877,75
18/08/2022;Impuesto Débitos y Créditos/DB;;0,30;;-28.230.873,32
18/08/2022;IMPUESTO A LOS SELLOS;;1.073,67;;-28.230.873,02
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304572;94.844,30;;-28.229.799,35
18/08/2022;Impuesto Débitos y Créditos/DB;;569,07;;-28.134.955,05
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304510;96.748,59;;-28.134.385,98
18/08/2022;Impuesto Débitos y Créditos/DB;;580,49;;-28.037.637,39
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304512;17.838,00;;-28.037.056,90
18/08/2022;Impuesto Débitos y Créditos/DB;;107,03;;-28.019.218,90
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304513;39.223,25;;-28.019.111,87
18/08/2022;Impuesto Débitos y Créditos/DB;;235,34;;-27.979.888,62
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304523;153.646,20;;-27.979.653,28
18/08/2022;Impuesto Débitos y Créditos/DB;;921,88;;-27.826.007,08
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304525;229.882,55;;-27.825.085,20
18/08/2022;Impuesto Débitos y Créditos/DB;;1.379,30;;-27.595.202,65
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304533;34.577,99;;-27.593.823,35
18/08/2022;Impuesto Débitos y Créditos/DB;;207,47;;-27.559.245,36
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1187;2.000.000,00;;-27.559.037,89
18/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-25.559.037,89
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1246;87.837,28;;-25.547.037,89
18/08/2022;Impuesto Débitos y Créditos/DB;;527,02;;-25.459.200,61
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1305;388.680,00;;-25.458.673,59
18/08/2022;Impuesto Débitos y Créditos/DB;;2.332,08;;-25.069.993,59
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1369;696.328,00;;-25.067.661,51
18/08/2022;Impuesto Débitos y Créditos/DB;;4.177,97;;-24.371.333,51
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304485;32.433,58;;-24.367.155,54
18/08/2022;Impuesto Débitos y Créditos/DB;;194,60;;-24.334.721,96
18/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304494;140.595,75;;-24.334.527,36
18/08/2022;Impuesto Débitos y Créditos/DB;;843,57;;-24.193.931,61
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 741;1.500.000,00;;-24.193.088,04
18/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-22.693.088,04
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1077;2.000.000,00;;-22.684.088,04
18/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-20.684.088,04
18/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1123;1.000.000,00;;-20.672.088,04
18/08/2022;Impuesto Débitos y Créditos/DB;;6.000,00;;-19.672.088,04
18/08/2022;SIPAP - Pago Cámara SPV 24 hs.;Número De Cheque: 42304574;28.124,21;;-19.666.088,04
18/08/2022;Impuesto Débitos y Créditos/DB;;168,75;;-19.637.963,83
18/08/2022;SIPAP - Pago Cámara SPV 24 hs.;Número De Cheque: 42304515;44.971,01;;-19.637.795,08
18/08/2022;Impuesto Débitos y Créditos/DB;;269,83;;-19.592.824,07
17/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-19.592.554,24
17/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-19.592.554,03
17/08/2022;Comisión Consulta Cámara;;35,00;;-19.592.553,99
17/08/2022;IVA;;7,35;;-19.592.518,99
17/08/2022;Credito DEBIN;8D0Q619LMVOK01X27JZ5RG TE ENVIARON DINERO DESDE MERCADO PAGO EN CONCEPTO DE VARIOS CBU/CVU:0000003100027016978237 CUIT:33708528809;;1.024.000,00;-19.592.511,64
17/08/2022;Crédito por Transferencia;I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL;;7.000.000,00;-20.616.511,64
17/08/2022;Descto. Docum.- Acreditación;;;27.787,81;-27.616.511,64
17/08/2022;IIBB- Acreditaciones Bancarias;;500,18;;-27.644.299,45
17/08/2022;Descto. Docum.- Acreditación;;;2.722.705,46;-27.643.799,27
17/08/2022;IIBB- Acreditaciones Bancarias;;49.008,70;;-30.366.504,73
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304578;109.357,32;;-30.317.496,03
17/08/2022;Impuesto Débitos y Créditos/DB;;656,14;;-30.208.138,71
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304588;166.582,75;;-30.207.482,57
17/08/2022;Impuesto Débitos y Créditos/DB;;999,50;;-30.040.899,82
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304590;116.748,72;;-30.039.900,32
17/08/2022;Impuesto Débitos y Créditos/DB;;700,49;;-29.923.151,60
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304593;484.944,61;;-29.922.451,11
17/08/2022;Impuesto Débitos y Créditos/DB;;2.909,67;;-29.437.506,50
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304531;134.388,80;;-29.434.596,83
17/08/2022;Impuesto Débitos y Créditos/DB;;806,33;;-29.300.208,03
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304535;84.186,23;;-29.299.401,70
17/08/2022;Impuesto Débitos y Créditos/DB;;505,12;;-29.215.215,47
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304541;447.545,25;;-29.214.710,35
17/08/2022;Impuesto Débitos y Créditos/DB;;2.685,27;;-28.767.165,10
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304547;270.728,31;;-28.764.479,83
17/08/2022;Impuesto Débitos y Créditos/DB;;1.624,37;;-28.493.751,52
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304549;1.560.038,23;;-28.492.127,15
17/08/2022;Impuesto Débitos y Créditos/DB;;9.360,23;;-26.932.088,92
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304551;9.000,00;;-26.922.728,69
17/08/2022;Impuesto Débitos y Créditos/DB;;54,00;;-26.913.728,69
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304552;132.992,81;;-26.913.674,69
17/08/2022;Impuesto Débitos y Créditos/DB;;797,96;;-26.780.681,88
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304554;204.494,58;;-26.779.883,92
17/08/2022;Impuesto Débitos y Créditos/DB;;1.226,97;;-26.575.389,34
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304558;84.250,28;;-26.574.162,37
17/08/2022;Impuesto Débitos y Créditos/DB;;505,50;;-26.489.912,09
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304561;1.140.782,66;;-26.489.406,59
17/08/2022;Impuesto Débitos y Créditos/DB;;6.844,70;;-25.348.623,93
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304563;100.500,96;;-25.341.779,23
17/08/2022;Impuesto Débitos y Créditos/DB;;603,01;;-25.241.278,27
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304565;119.811,22;;-25.240.675,26
17/08/2022;Impuesto Débitos y Créditos/DB;;718,87;;-25.120.864,04
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304567;2.113.451,62;;-25.120.145,17
17/08/2022;Impuesto Débitos y Créditos/DB;;12.680,71;;-23.006.693,55
17/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304576;268.667,45;;-22.994.012,84
17/08/2022;Impuesto Débitos y Créditos/DB;;1.612,00;;-22.725.345,39
17/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1260;120.526,61;;-22.723.733,39
17/08/2022;Impuesto Débitos y Créditos/DB;;723,16;;-22.603.206,78
17/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1273;101.697,59;;-22.602.483,62
