fecha,concepto_supervielle,concepto_astor,codigo,debito,credito,saldo,objetivo
19/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"15.525,00",,"-27.181.783,90",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304582
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"93,15",,"-27.166.258,90",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.500.000,00",,"-27.166.165,75",Pago Cheque de Cámara Recibida - Número De Cheque: 742
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.000,00",,"-25.666.165,75",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-25.657.165,75",Pago Cheque de Cámara Recibida - Número De Cheque: 1076
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-23.657.165,75",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.000.000,00",,"-23.645.165,75",Pago Cheque de Cámara Recibida - Número De Cheque: 1122
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.000,00",,"-22.645.165,75",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-22.639.165,75",Pago Cheque de Cámara Recibida - Número De Cheque: 1186
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-20.639.165,75",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"948.285,25",,"-20.627.165,75",Pago Cheque de Cámara Recibida - Número De Cheque: 1281
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"5.689,71",,"-19.678.880,50",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"696.328,00",,"-19.673.190,79",Pago Cheque de Cámara Recibida - Número De Cheque: 1368
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.177,97",,"-18.976.862,79",
19/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"148.687,87",,"-18.972.684,82",Pago Cheque de Cámara Recibida - Número De Cheque: 1383
19/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"892,13",,"-18.823.996,95",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"10.200,00",,"-18.823.104,82",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6,44",,"-18.812.904,82",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,21",,"-18.812.898,38",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,04",,"-18.812.898,17",
18/08/2022,Comisión Consulta Cámara,COMISIONES,2,"35,00",,"-18.812.898,13",Comisión Consulta Cámara - 
18/08/2022,IVA,IVA,7,"7,35",,"-18.812.863,13",
18/08/2022,Debito Transf. HomeBanking,TRANSFERENCIA,12,"1.700.000,00",,"-18.812.855,78",Debito Transf. HomeBanking - 
18/08/2022,Descto. Docum.- Acreditación,OPERACIONES FINANCIERAS,8,,"3.694.642,34","-17.112.855,78",Descto. Docum.- Acreditación - 
18/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"66.503,56",,"-20.807.498,12",
18/08/2022,CRED BCA ELECTRONICA INTERBANC,TRANSFERENCIA,12,,"7.731.772,52","-20.740.994,56",CRED BCA ELECTRONICA INTERBANC - PROVEEDORES 30708050675 OPTION SECURITIES S.A.  Referencia: 8301659
18/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"139.171,91",,"-28.472.767,08",
18/08/2022,Impuesto Débitos y Créditos/CR,IMPUESTOS CREDITOS,4,"46.390,64",,"-28.333.595,17",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"835,03",,"-28.287.204,53",
18/08/2022,Intereses de Sobregiro,INTERESES,6,"49.210,96",,"-28.286.369,50",Intereses de Sobregiro - OPERACIÓN 1700746 GENERADA EL 18/08/22
18/08/2022,IVA,IVA,7,"5.167,15",,"-28.237.158,54",
18/08/2022,Percepción I.V.A. RG. 3337,PERC. IVA,9,"738,16",,"-28.231.991,39",
18/08/2022,Cobro Percepción IIBB,IIBB,3,"49,21",,"-28.231.253,23",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"295,27",,"-28.231.204,02",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"31,00",,"-28.230.908,75",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4,43",,"-28.230.877,75",
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,30",,"-28.230.873,32",
18/08/2022,IMPUESTO A LOS SELLOS,SELLOS,10,"1.073,67",,"-28.230.873,02",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"94.844,30",,"-28.229.799,35",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304572
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"569,07",,"-28.134.955,05",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"96.748,59",,"-28.134.385,98",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304510
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"580,49",,"-28.037.637,39",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"17.838,00",,"-28.037.056,90",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304512
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"107,03",,"-28.019.218,90",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"39.223,25",,"-28.019.111,87",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304513
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"235,34",,"-27.979.888,62",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"153.646,20",,"-27.979.653,28",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304523
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"921,88",,"-27.826.007,08",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"229.882,55",,"-27.825.085,20",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304525
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.379,30",,"-27.595.202,65",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"34.577,99",,"-27.593.823,35",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304533
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"207,47",,"-27.559.245,36",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-27.559.037,89",Pago Cheque de Cámara Recibida - Número De Cheque: 1187
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-25.559.037,89",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"87.837,28",,"-25.547.037,89",Pago Cheque de Cámara Recibida - Número De Cheque: 1246
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"527,02",,"-25.459.200,61",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"388.680,00",,"-25.458.673,59",Pago Cheque de Cámara Recibida - Número De Cheque: 1305
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2.332,08",,"-25.069.993,59",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"696.328,00",,"-25.067.661,51",Pago Cheque de Cámara Recibida - Número De Cheque: 1369
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.177,97",,"-24.371.333,51",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"32.433,58",,"-24.367.155,54",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304485
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"194,60",,"-24.334.721,96",
18/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"140.595,75",,"-24.334.527,36",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304494
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"843,57",,"-24.193.931,61",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.500.000,00",,"-24.193.088,04",Pago Cheque de Cámara Recibida - Número De Cheque: 741
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.000,00",,"-22.693.088,04",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-22.684.088,04",Pago Cheque de Cámara Recibida - Número De Cheque: 1077
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-20.684.088,04",
18/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.000.000,00",,"-20.672.088,04",Pago Cheque de Cámara Recibida - Número De Cheque: 1123
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.000,00",,"-19.672.088,04",
18/08/2022,SIPAP - Pago Cámara SPV 24 hs.,CHEQUE,1,"28.124,21",,"-19.666.088,04",SIPAP - Pago Cámara SPV 24 hs. - Número De Cheque: 42304574
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"168,75",,"-19.637.963,83",
18/08/2022,SIPAP - Pago Cámara SPV 24 hs.,CHEQUE,1,"44.971,01",,"-19.637.795,08",SIPAP - Pago Cámara SPV 24 hs. - Número De Cheque: 42304515
18/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"269,83",,"-19.592.824,07",
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,21",,"-19.592.554,24",
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,04",,"-19.592.554,03",
17/08/2022,Comisión Consulta Cámara,COMISIONES,2,"35,00",,"-19.592.553,99",Comisión Consulta Cámara - 
17/08/2022,IVA,IVA,7,"7,35",,"-19.592.518,99",
17/08/2022,Credito DEBIN,TRANSFERENCIA,12,,"1.024.000,00","-19.592.511,64",Credito DEBIN - 8D0Q619LMVOK01X27JZ5RG TE ENVIARON DINERO DESDE MERCADO PAGO EN CONCEPTO DE VARIOS CBU/CVU:0000003100027016978237 CUIT:33708528809
17/08/2022,Crédito por Transferencia,TRANSFERENCIA,12,,"7.000.000,00","-20.616.511,64",Crédito por Transferencia - I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL
17/08/2022,Descto. Docum.- Acreditación,OPERACIONES FINANCIERAS,8,,"27.787,81","-27.616.511,64",Descto. Docum.- Acreditación - 
17/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"500,18",,"-27.644.299,45",
17/08/2022,Descto. Docum.- Acreditación,OPERACIONES FINANCIERAS,8,,"2.722.705,46","-27.643.799,27",Descto. Docum.- Acreditación - 
17/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"49.008,70",,"-30.366.504,73",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"109.357,32",,"-30.317.496,03",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304578
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"656,14",,"-30.208.138,71",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"166.582,75",,"-30.207.482,57",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304588
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"999,50",,"-30.040.899,82",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"116.748,72",,"-30.039.900,32",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304590
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"700,49",,"-29.923.151,60",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"484.944,61",,"-29.922.451,11",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304593
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2.909,67",,"-29.437.506,50",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"134.388,80",,"-29.434.596,83",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304531
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"806,33",,"-29.300.208,03",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"84.186,23",,"-29.299.401,70",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304535
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"505,12",,"-29.215.215,47",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"447.545,25",,"-29.214.710,35",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304541
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2.685,27",,"-28.767.165,10",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"270.728,31",,"-28.764.479,83",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304547
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.624,37",,"-28.493.751,52",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"1.560.038,23",,"-28.492.127,15",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304549
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.360,23",,"-26.932.088,92",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"9.000,00",,"-26.922.728,69",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304551
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"54,00",,"-26.913.728,69",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"132.992,81",,"-26.913.674,69",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304552
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"797,96",,"-26.780.681,88",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"204.494,58",,"-26.779.883,92",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304554
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.226,97",,"-26.575.389,34",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"84.250,28",,"-26.574.162,37",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304558
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"505,50",,"-26.489.912,09",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"1.140.782,66",,"-26.489.406,59",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304561
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.844,70",,"-25.348.623,93",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"100.500,96",,"-25.341.779,23",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304563
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"603,01",,"-25.241.278,27",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"119.811,22",,"-25.240.675,26",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304565
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"718,87",,"-25.120.864,04",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"2.113.451,62",,"-25.120.145,17",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304567
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.680,71",,"-23.006.693,55",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"268.667,45",,"-22.994.012,84",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304576
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.612,00",,"-22.725.345,39",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"120.526,61",,"-22.723.733,39",Pago Cheque de Cámara Recibida - Número De Cheque: 1260
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"723,16",,"-22.603.206,78",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"101.697,59",,"-22.602.483,62",Pago Cheque de Cámara Recibida - Número De Cheque: 1273
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"610,19",,"-22.500.786,03",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"556.448,40",,"-22.500.175,84",Pago Cheque de Cámara Recibida - Número De Cheque: 1287
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"3.338,69",,"-21.943.727,44",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"696.328,00",,"-21.940.388,75",Pago Cheque de Cámara Recibida - Número De Cheque: 1370
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.177,97",,"-21.244.060,75",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"86.675,48",,"-21.239.882,78",Pago Cheque de Cámara Recibida - Número De Cheque: 1372
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"520,05",,"-21.153.207,30",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"197.782,50",,"-21.152.687,25",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304411
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.186,70",,"-20.954.904,75",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"108.134,76",,"-20.953.718,05",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304489
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"648,81",,"-20.845.583,29",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"19.618,50",,"-20.844.934,48",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304491
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"117,71",,"-20.825.315,98",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"87.810,25",,"-20.825.198,27",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304496
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"526,86",,"-20.737.388,02",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"112.754,53",,"-20.736.861,16",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304504
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"676,53",,"-20.624.106,63",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"111.166,27",,"-20.623.430,10",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304506
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"667,00",,"-20.512.263,83",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"108.245,92",,"-20.511.596,83",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304517
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"649,48",,"-20.403.350,91",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"100.674,00",,"-20.402.701,43",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304521
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"604,04",,"-20.302.027,43",
17/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"152.308,26",,"-20.301.423,39",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304527
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"913,85",,"-20.149.115,13",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.500.000,00",,"-20.148.201,28",Pago Cheque de Cámara Recibida - Número De Cheque: 740
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.000,00",,"-18.648.201,28",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"712.933,83",,"-18.639.201,28",Pago Cheque de Cámara Recibida - Número De Cheque: 911
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.277,60",,"-17.926.267,45",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"707.700,35",,"-17.921.989,85",Pago Cheque de Cámara Recibida - Número De Cheque: 1024
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.246,20",,"-17.214.289,50",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"308.902,81",,"-17.210.043,30",Pago Cheque de Cámara Recibida - Número De Cheque: 1056
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.853,42",,"-16.901.140,49",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-16.899.287,07",Pago Cheque de Cámara Recibida - Número De Cheque: 1078
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-14.899.287,07",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.000.000,00",,"-14.887.287,07",Pago Cheque de Cámara Recibida - Número De Cheque: 1124
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.000,00",,"-13.887.287,07",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.082.928,69",,"-13.881.287,07",Pago Cheque de Cámara Recibida - Número De Cheque: 1180
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.497,57",,"-11.798.358,38",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"164.601,33",,"-11.785.860,81",Pago Cheque de Cámara Recibida - Número De Cheque: 1230
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"987,61",,"-11.621.259,48",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"164.601,34",,"-11.620.271,87",Pago Cheque de Cámara Recibida - Número De Cheque: 1231
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"987,61",,"-11.455.670,53",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"13.826,04",,"-11.454.682,92",Pago Cheque de Cámara Recibida - Número De Cheque: 1240
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"82,96",,"-11.440.856,88",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"90.870,00",,"-11.440.773,92",Pago Cheque de Cámara Recibida - Número De Cheque: 1242
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"545,22",,"-11.349.903,92",
17/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"154.120,49",,"-11.349.358,70",Pago Cheque de Cámara Recibida - Número De Cheque: 1245
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"924,72",,"-11.195.238,21",
17/08/2022,SIPAP - Pago Cámara SPV 24 hs.,CHEQUE,1,"326.749,84",,"-11.194.313,49",SIPAP - Pago Cámara SPV 24 hs. - Número De Cheque: 42304595
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.960,50",,"-10.867.563,65",
17/08/2022,SIPAP - Pago Cámara SPV 24 hs.,CHEQUE,1,"101.710,80",,"-10.865.603,15",SIPAP - Pago Cámara SPV 24 hs. - Número De Cheque: 42304508
17/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"610,26",,"-10.763.892,35",
16/08/2022,Débito Automático de Servicio,TRANSFERENCIA,12,"844.146,35",,"-10.763.282,09",Débito Automático de Servicio - AFIP ID:20129657902 PRES:PLANRG4057 REF:R4057Q618235001 Referencia: R4057Q618235001
16/08/2022,Débito Automático de Servicio,TRANSFERENCIA,12,"569.984,54",,"-9.919.135,74",Débito Automático de Servicio - AFIP ID:20129657902 PRES:PLANRG4057 REF:R4057Q618238001 Referencia: R4057Q618238001
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"5.064,88",,"-9.349.151,20",
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"3.419,91",,"-9.344.086,32",
16/08/2022,Credito DEBIN,TRANSFERENCIA,12,,"600.000,00","-9.340.666,41",Credito DEBIN - 7L8GYKNXEMYWK1O2MPRZ50 TE ENVIARON DINERO DESDE MERCADO PAGO EN CONCEPTO DE VARIOS CBU/CVU:0000003100027016978237 CUIT:33708528809
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"6.311,47",,"-9.940.666,41",Trf. Masivas Pago Proveedores - CBU:07204009-20000000136040 BENEF: 0-30715876074 REF:VAR-4000000136 Referencia: 61656
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"37,87",,"-9.934.354,94",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"166.191,48",,"-9.934.317,07",Trf. Masivas Pago Proveedores - CBU:01701889-40000032866371 BENEF: 0-27203872203 REF:VAR-188328663 Referencia: 61709
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"997,15",,"-9.768.125,59",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"158.688,06",,"-9.767.128,44",Trf. Masivas Pago Proveedores - CBU:25900837-20081837730128 BENEF: 0-20238422079 REF:VAR-0818377301 Referencia: 61608
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"952,13",,"-9.608.440,38",
16/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"159.600,00",,"-9.607.488,25",Trf. Masivas Pago Proveedores - CBU:00701262-30004018892142 BENEF: 0-27349497781 REF:VAR-4018892112 Referencia: 61752
16/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"957,60",,"-9.447.888,25",
